return_id,order_id,product_id,return_date,return_reason
R0000529,O0009036,P0180,2023-04-24,changed mind
R0000530,O0009044,P0086,2023-05-04,changed mind
R0000531,O0009054,P0003,2023-04-11,allergic reaction
R0000532,O0009070,P0001,2023-04-22,changed mind
R0000533,O0009108,P0038,2023-05-07,changed mind
R0000534,O0009114,P0027,2023-05-13,changed mind
R0000535,O0009176,P0027,2023-04-29,late delivery
R0000536,O0009189,P0252,2023-04-26,late delivery
R0000537,O0009212,P0003,2023-04-23,changed mind
R0000538,O0009228,P0274,2023-04-21,changed mind
R0000539,O0009256,P0027,2023-04-09,damaged item
R0000540,O0009256,P0227,2023-04-10,changed mind
R0000541,O0009259,P0027,2023-04-11,damaged item
R0000542,O0009273,P0001,2023-05-04,late delivery
R0000543,O0009289,P0274,2023-05-11,allergic reaction
R0000544,O0009305,P0125,2023-04-28,damaged item
R0000545,O0009317,P0180,2023-05-07,late delivery
R0000546,O0009326,P0258,2023-05-14,changed mind
R0000547,O0009340,P0027,2023-04-23,damaged item
R0000548,O0009348,P0206,2023-05-03,allergic reaction
R0000549,O0009390,P0020,2023-05-01,damaged item
R0000550,O0009404,P0274,2023-04-16,late delivery
R0000551,O0009405,P0121,2023-04-13,allergic reaction
R0000552,O0009405,P0226,2023-05-15,wrong product
R0000553,O0009414,P0012,2023-05-09,changed mind
R0000554,O0009432,P0176,2023-04-22,late delivery
R0000555,O0009443,P0027,2023-04-10,allergic reaction
R0000556,O0009454,P0274,2023-05-05,allergic reaction
R0000557,O0009480,P0125,2023-05-09,late delivery
R0000558,O0009484,P0027,2023-05-09,allergic reaction
R0000559,O0009492,P0038,2023-04-10,allergic reaction
R0000560,O0009503,P0027,2023-04-23,damaged item
R0000561,O0009510,P0009,2023-04-24,damaged item
R0000562,O0009517,P0274,2023-04-23,wrong product
R0000563,O0009519,P0226,2023-05-03,damaged item
R0000564,O0009520,P0128,2023-05-01,damaged item
R0000565,O0009541,P0144,2023-05-01,changed mind
R0000566,O0009542,P0082,2023-05-13,late delivery
R0000567,O0009574,P0258,2023-04-19,changed mind
R0000568,O0009600,P0244,2023-05-09,changed mind
R0000569,O0009622,P0009,2023-04-20,allergic reaction
R0000570,O0009641,P0226,2023-05-05,allergic reaction
R0000571,O0009718,P0185,2023-05-08,allergic reaction
R0000572,O0009718,P0274,2023-05-02,allergic reaction
R0000573,O0009737,P0003,2023-04-17,late delivery
R0000574,O0009753,P0246,2023-05-13,changed mind
R0000575,O0009755,P0027,2023-04-24,wrong product
R0000576,O0009770,P0243,2023-04-19,late delivery
R0000577,O0009786,P0027,2023-04-20,changed mind
R0000578,O0009796,P0027,2023-04-25,allergic reaction
R0000579,O0009821,P0020,2023-05-19,allergic reaction
R0000580,O0009845,P0038,2023-04-21,allergic reaction
R0000581,O0009847,P0001,2023-05-16,allergic reaction
R0000582,O0009885,P0176,2023-04-24,allergic reaction
R0000583,O0009937,P0144,2023-04-24,wrong product
R0000584,O0009938,P0054,2023-04-27,changed mind
R0000585,O0009948,P0055,2023-05-11,late delivery
R0000586,O0009950,P0258,2023-05-09,damaged item
R0000587,O0009975,P0020,2023-05-07,changed mind
R0000588,O0009999,P0038,2023-05-14,changed mind
R0000589,O0010022,P0233,2023-04-21,damaged item
R0000590,O0010055,P0057,2023-04-26,changed mind
R0000591,O0010085,P0181,2023-04-25,changed mind
R0000592,O0010095,P0257,2023-04-20,changed mind
R0000593,O0010115,P0125,2023-05-02,allergic reaction
R0000594,O0010157,P0172,2023-05-08,late delivery
R0000595,O0010184,P0243,2023-05-03,changed mind
R0000596,O0010196,P0020,2023-04-27,changed mind
R0000597,O0010204,P0282,2023-05-01,wrong product
R0000598,O0010225,P0274,2023-05-14,changed mind
R0000599,O0010250,P0124,2023-05-08,late delivery
R0000600,O0010253,P0082,2023-05-10,changed mind
R0000601,O0010280,P0012,2023-05-25,allergic reaction
R0000602,O0010285,P0287,2023-05-12,changed mind
R0000603,O0010288,P0274,2023-05-14,late delivery
R0000604,O0010289,P0125,2023-05-03,allergic reaction
R0000605,O0010310,P0038,2023-05-01,allergic reaction
R0000606,O0010327,P0006,2023-05-10,damaged item
R0000607,O0010335,P0020,2023-05-05,wrong product
R0000608,O0010371,P0125,2023-04-23,damaged item
R0000609,O0010385,P0121,2023-04-29,late delivery
R0000610,O0010387,P0020,2023-04-23,wrong product
R0000611,O0010438,P0052,2023-05-07,changed mind
R0000612,O0010439,P0121,2023-05-17,changed mind
R0000613,O0010462,P0121,2023-05-08,damaged item
R0000614,O0010483,P0027,2023-05-27,changed mind
R0000615,O0010494,P0240,2023-04-28,changed mind
R0000616,O0010512,P0161,2023-05-14,changed mind
R0000617,O0010541,P0274,2023-05-12,changed mind
R0000618,O0010551,P0125,2023-04-30,allergic reaction
R0000619,O0010573,P0227,2023-05-19,wrong product
R0000620,O0010589,P0055,2023-05-16,wrong product
R0000621,O0010597,P0038,2023-05-28,allergic reaction
R0000622,O0010598,P0211,2023-05-03,late delivery
R0000623,O0010605,P0009,2023-05-09,changed mind
R0000624,O0010612,P0258,2023-04-30,changed mind
R0000625,O0010624,P0256,2023-05-09,wrong product
R0000626,O0010626,P0020,2023-04-26,late delivery
R0000627,O0010658,P0141,2023-05-22,wrong product
R0000628,O0010687,P0020,2023-05-05,changed mind
R0000629,O0010698,P0287,2023-05-12,changed mind
R0000630,O0010760,P0017,2023-05-01,allergic reaction
R0000631,O0010763,P0125,2023-05-15,changed mind
R0000632,O0010779,P0258,2023-04-30,changed mind
R0000633,O0010786,P0232,2023-05-22,allergic reaction
R0000634,O0010802,P0185,2023-04-25,allergic reaction
R0000635,O0010827,P0240,2023-05-17,changed mind
R0000636,O0010835,P0020,2023-05-16,damaged item
R0000637,O0010845,P0258,2023-05-21,damaged item
R0000638,O0010861,P0023,2023-05-17,late delivery
R0000639,O0010871,P0027,2023-05-18,late delivery
R0000640,O0010878,P0257,2023-05-19,allergic reaction
R0000641,O0010925,P0027,2023-05-05,changed mind
R0000642,O0010970,P0027,2023-05-11,allergic reaction
R0000643,O0010971,P0003,2023-05-06,late delivery
R0000644,O0010977,P0144,2023-05-16,late delivery
R0000645,O0010979,P0181,2023-05-21,changed mind
R0000646,O0010999,P0252,2023-05-03,late delivery
R0000647,O0011011,P0227,2023-05-30,wrong product
R0000648,O0011027,P0107,2023-05-21,changed mind
R0000649,O0011031,P0165,2023-05-06,late delivery
R0000650,O0011086,P0258,2023-05-08,late delivery
R0000651,O0011099,P0252,2023-05-11,damaged item
R0000652,O0011122,P0213,2023-05-05,changed mind
R0000653,O0011128,P0258,2023-06-06,changed mind
R0000654,O0011156,P0233,2023-05-26,allergic reaction
R0000655,O0011188,P0181,2023-05-20,wrong product
R0000656,O0011213,P0121,2023-05-05,wrong product
R0000657,O0011219,P0125,2023-05-04,allergic reaction
R0000658,O0011257,P0233,2023-06-02,wrong product
R0000659,O0011296,P0252,2023-05-31,changed mind
R0000660,O0011296,P0218,2023-05-05,changed mind
R0000661,O0011297,P0274,2023-05-07,allergic reaction
R0000662,O0011307,P0258,2023-06-05,late delivery
R0000663,O0011326,P0218,2023-06-03,damaged item
R0000664,O0011328,P0138,2023-05-12,late delivery
R0000665,O0011344,P0227,2023-05-10,damaged item
R0000666,O0011349,P0180,2023-05-20,changed mind
R0000667,O0011377,P0274,2023-05-19,wrong product
R0000668,O0011395,P0150,2023-05-24,damaged item
R0000669,O0011396,P0258,2023-05-16,changed mind
R0000670,O0011398,P0226,2023-05-31,damaged item
R0000671,O0011411,P0036,2023-06-02,changed mind
R0000672,O0011427,P0104,2023-06-08,damaged item
R0000673,O0011488,P0287,2023-05-25,wrong product
R0000674,O0011491,P0003,2023-05-06,damaged item
R0000675,O0011498,P0181,2023-05-17,changed mind
R0000676,O0011499,P0252,2023-05-25,changed mind
R0000677,O0011507,P0012,2023-05-20,changed mind
R0000678,O0011524,P0256,2023-05-05,allergic reaction
R0000679,O0011566,P0256,2023-05-27,wrong product
R0000680,O0011632,P0020,2023-05-18,late delivery
R0000681,O0011655,P0125,2023-05-06,changed mind
R0000682,O0011661,P0252,2023-06-08,wrong product
R0000683,O0011684,P0181,2023-06-01,late delivery
R0000684,O0011795,P0125,2023-06-11,changed mind
R0000685,O0011811,P0227,2023-05-20,late delivery
R0000686,O0011850,P0213,2023-06-06,changed mind
R0000687,O0011853,P0230,2023-05-20,damaged item
R0000688,O0011855,P0251,2023-05-17,allergic reaction
R0000689,O0011883,P0003,2023-05-28,allergic reaction
R0000690,O0011935,P0161,2023-05-15,damaged item
R0000691,O0011950,P0151,2023-06-02,allergic reaction
R0000692,O0011967,P0244,2023-05-13,changed mind
R0000693,O0011969,P0226,2023-05-21,wrong product
R0000694,O0011973,P0125,2023-06-14,changed mind
R0000695,O0011987,P0001,2023-05-23,wrong product
R0000696,O0012003,P0258,2023-05-11,allergic reaction
R0000697,O0012056,P0095,2023-05-15,allergic reaction
R0000698,O0012075,P0121,2023-05-25,allergic reaction
R0000699,O0012080,P0161,2023-05-24,changed mind
R0000700,O0012107,P0124,2023-05-11,allergic reaction
R0000701,O0012135,P0261,2023-06-08,damaged item
R0000702,O0012151,P0140,2023-05-21,allergic reaction
R0000703,O0012158,P0258,2023-05-30,allergic reaction
R0000704,O0012188,P0001,2023-06-15,wrong product
R0000705,O0012217,P0258,2023-06-03,changed mind
R0000706,O0012220,P0082,2023-05-21,wrong product
R0000707,O0012229,P0121,2023-05-28,changed mind
R0000708,O0012229,P0257,2023-05-31,damaged item
R0000709,O0012244,P0258,2023-06-14,wrong product
R0000710,O0012259,P0023,2023-05-25,changed mind
R0000711,O0012262,P0009,2023-06-14,late delivery
R0000712,O0012269,P0274,2023-06-03,allergic reaction
R0000713,O0012292,P0210,2023-05-28,changed mind
R0000714,O0012292,P0274,2023-06-04,late delivery
R0000715,O0012299,P0258,2023-06-18,changed mind
R0000716,O0012322,P0001,2023-06-13,damaged item
R0000717,O0012322,P0038,2023-06-13,changed mind
R0000718,O0012339,P0104,2023-05-25,changed mind
R0000719,O0012365,P0020,2023-06-14,changed mind
R0000720,O0012379,P0012,2023-06-12,allergic reaction
R0000721,O0012390,P0274,2023-05-28,allergic reaction
R0000722,O0012408,P0124,2023-05-24,changed mind
R0000723,O0012490,P0226,2023-06-15,changed mind
R0000724,O0012516,P0124,2023-05-24,damaged item
R0000725,O0012536,P0020,2023-05-25,allergic reaction
R0000726,O0012565,P0027,2023-06-08,late delivery
R0000727,O0012596,P0002,2023-05-22,wrong product
R0000728,O0012604,P0003,2023-06-05,changed mind
R0000729,O0012647,P0258,2023-06-15,damaged item
R0000730,O0012660,P0160,2023-05-31,damaged item
R0000731,O0012686,P0226,2023-06-21,changed mind
R0000732,O0012692,P0258,2023-06-03,allergic reaction
R0000733,O0012707,P0128,2023-06-14,wrong product
R0000734,O0012762,P0082,2023-06-16,allergic reaction
R0000735,O0012797,P0274,2023-06-03,allergic reaction
R0000736,O0012852,P0232,2023-05-28,wrong product
R0000737,O0012902,P0027,2023-06-05,late delivery
R0000738,O0012937,P0003,2023-06-10,allergic reaction
R0000739,O0012955,P0274,2023-06-21,damaged item
R0000740,O0012963,P0121,2023-05-29,changed mind
R0000741,O0012965,P0020,2023-06-15,allergic reaction
R0000742,O0012978,P0258,2023-06-11,late delivery
R0000743,O0012999,P0038,2023-06-11,allergic reaction
R0000744,O0013004,P0138,2023-05-29,changed mind
R0000745,O0013028,P0274,2023-06-11,changed mind
R0000746,O0013035,P0246,2023-06-21,changed mind
R0000747,O0013053,P0252,2023-06-26,late delivery
R0000748,O0013082,P0039,2023-05-28,allergic reaction
R0000749,O0013096,P0009,2023-06-25,damaged item
R0000750,O0013114,P0252,2023-06-17,damaged item
R0000751,O0013121,P0020,2023-06-03,wrong product
R0000752,O0013126,P0055,2023-06-20,changed mind
R0000753,O0013153,P0038,2023-06-04,changed mind
R0000754,O0013199,P0003,2023-06-15,damaged item
R0000755,O0013204,P0121,2023-05-25,changed mind
R0000756,O0013236,P0071,2023-06-12,wrong product
R0000757,O0013262,P0176,2023-06-29,wrong product
R0000758,O0013270,P0117,2023-06-09,allergic reaction
R0000759,O0013319,P0052,2023-06-01,wrong product
R0000760,O0013324,P0038,2023-06-20,damaged item
R0000761,O0013328,P0258,2023-06-06,allergic reaction
R0000762,O0013370,P0233,2023-06-22,damaged item
R0000763,O0013385,P0039,2023-06-14,allergic reaction
R0000764,O0013393,P0125,2023-06-18,damaged item
R0000765,O0013404,P0274,2023-06-23,allergic reaction
R0000766,O0013437,P0226,2023-06-03,wrong product
R0000767,O0013447,P0009,2023-06-07,wrong product
R0000768,O0013452,P0125,2023-06-19,late delivery
R0000769,O0013468,P0274,2023-06-27,damaged item
R0000770,O0013479,P0038,2023-06-14,changed mind
R0000771,O0013480,P0287,2023-06-15,damaged item
R0000772,O0013515,P0192,2023-06-09,allergic reaction
R0000773,O0013515,P0185,2023-06-18,changed mind
R0000774,O0013519,P0027,2023-06-28,allergic reaction
R0000775,O0013538,P0020,2023-05-31,changed mind
R0000776,O0013540,P0038,2023-06-18,allergic reaction
R0000777,O0013558,P0132,2023-06-22,changed mind
R0000778,O0013562,P0274,2023-06-01,damaged item
R0000779,O0013602,P0003,2023-07-02,late delivery
R0000780,O0013666,P0020,2023-06-25,damaged item
R0000781,O0013675,P0230,2023-06-23,damaged item
R0000782,O0013677,P0226,2023-05-30,allergic reaction
R0000783,O0013744,P0027,2023-06-17,changed mind
R0000784,O0013751,P0027,2023-06-25,damaged item
R0000785,O0013764,P0093,2023-06-04,wrong product
R0000786,O0013834,P0226,2023-06-19,allergic reaction
R0000787,O0013855,P0023,2023-06-06,late delivery
R0000788,O0013855,P0274,2023-06-20,allergic reaction
R0000789,O0013871,P0082,2023-07-02,changed mind
R0000790,O0013878,P0020,2023-06-17,changed mind
R0000791,O0013929,P0012,2023-06-04,damaged item
R0000792,O0013937,P0274,2023-06-20,allergic reaction
R0000793,O0013943,P0274,2023-07-02,allergic reaction
R0000794,O0013966,P0274,2023-06-13,allergic reaction
R0000795,O0013967,P0121,2023-06-27,changed mind
R0000796,O0013974,P0027,2023-06-16,allergic reaction
R0000797,O0014005,P0192,2023-06-06,allergic reaction
R0000798,O0014017,P0177,2023-06-05,changed mind
R0000799,O0014021,P0258,2023-06-05,changed mind
R0000800,O0014038,P0064,2023-06-09,damaged item
R0000801,O0014049,P0027,2023-06-05,allergic reaction
R0000802,O0014064,P0003,2023-07-01,allergic reaction
R0000803,O0014064,P0125,2023-06-29,allergic reaction
R0000804,O0014075,P0258,2023-07-03,late delivery
R0000805,O0014093,P0002,2023-06-12,changed mind
R0000806,O0014094,P0001,2023-06-07,changed mind
R0000807,O0014096,P0233,2023-06-17,changed mind
R0000808,O0014128,P0027,2023-07-04,changed mind
R0000809,O0014147,P0027,2023-06-13,allergic reaction
R0000810,O0014169,P0003,2023-06-09,changed mind
R0000811,O0014184,P0027,2023-06-10,changed mind
R0000812,O0014221,P0121,2023-06-26,changed mind
R0000813,O0014225,P0192,2023-06-11,changed mind
R0000814,O0014229,P0274,2023-06-17,wrong product
R0000815,O0014236,P0138,2023-06-17,changed mind
R0000816,O0014237,P0012,2023-06-21,wrong product
R0000817,O0014241,P0027,2023-06-20,wrong product
R0000818,O0014253,P0039,2023-06-18,changed mind
R0000819,O0014255,P0125,2023-06-13,late delivery
R0000820,O0014261,P0060,2023-07-03,wrong product
R0000821,O0014268,P0132,2023-07-03,changed mind
R0000822,O0014349,P0027,2023-06-28,changed mind
R0000823,O0014385,P0285,2023-06-23,changed mind
R0000824,O0014429,P0161,2023-06-15,changed mind
R0000825,O0014432,P0020,2023-06-25,late delivery
R0000826,O0014475,P0027,2023-07-03,changed mind
R0000827,O0014477,P0008,2023-06-29,changed mind
R0000828,O0014496,P0125,2023-06-22,changed mind
R0000829,O0014501,P0085,2023-06-09,late delivery
R0000830,O0014525,P0020,2023-06-19,damaged item
R0000831,O0014545,P0055,2023-07-10,late delivery
R0000832,O0014559,P0038,2023-06-09,damaged item
R0000833,O0014585,P0027,2023-07-06,wrong product
R0000834,O0014586,P0252,2023-06-15,late delivery
R0000835,O0014598,P0020,2023-06-18,changed mind
R0000836,O0014621,P0055,2023-06-20,wrong product
R0000837,O0014646,P0038,2023-06-28,allergic reaction
R0000838,O0014648,P0284,2023-07-10,wrong product
R0000839,O0014692,P0274,2023-06-30,damaged item
R0000840,O0014701,P0020,2023-06-27,wrong product
R0000841,O0014719,P0008,2023-06-22,changed mind
R0000842,O0014722,P0012,2023-06-15,damaged item
R0000843,O0014773,P0027,2023-06-18,allergic reaction
R0000844,O0014790,P0125,2023-07-03,late delivery
R0000845,O0014795,P0027,2023-06-18,allergic reaction
R0000846,O0014863,P0052,2023-06-18,changed mind
R0000847,O0014867,P0027,2023-06-12,wrong product
R0000848,O0014978,P0274,2023-06-22,changed mind
R0000849,O0015029,P0054,2023-06-15,changed mind
R0000850,O0015055,P0020,2023-07-07,late delivery
R0000851,O0015056,P0125,2023-07-05,allergic reaction
R0000852,O0015081,P0051,2023-06-26,allergic reaction
R0000853,O0015096,P0096,2023-06-13,changed mind
R0000854,O0015115,P0274,2023-06-18,wrong product
R0000855,O0015121,P0125,2023-06-10,damaged item
R0000856,O0015130,P0003,2023-06-13,damaged item
R0000857,O0015140,P0252,2023-06-13,allergic reaction
R0000858,O0015179,P0104,2023-06-22,changed mind
R0000859,O0015199,P0020,2023-06-19,late delivery
R0000860,O0015206,P0003,2023-07-09,damaged item
R0000861,O0015212,P0012,2023-06-14,wrong product
R0000862,O0015214,P0055,2023-07-11,allergic reaction
R0000863,O0015229,P0027,2023-07-10,changed mind
R0000864,O0015268,P0027,2023-06-30,changed mind
R0000865,O0015268,P0038,2023-07-03,late delivery
R0000866,O0015278,P0227,2023-06-08,damaged item
R0000867,O0015325,P0080,2023-07-11,changed mind
R0000868,O0015380,P0226,2023-07-11,damaged item
R0000869,O0015428,P0125,2023-07-10,wrong product
R0000870,O0015429,P0020,2023-06-29,changed mind
R0000871,O0015449,P0274,2023-06-24,late delivery
R0000872,O0015452,P0251,2023-07-14,allergic reaction
R0000873,O0015457,P0003,2023-06-18,allergic reaction
R0000874,O0015484,P0258,2023-07-13,allergic reaction
R0000875,O0015501,P0003,2023-06-21,allergic reaction
R0000876,O0015514,P0125,2023-06-23,wrong product
R0000877,O0015532,P0001,2023-07-07,damaged item
R0000878,O0015548,P0287,2023-07-10,changed mind
R0000879,O0015581,P0287,2023-07-16,changed mind
R0000880,O0015597,P0258,2023-07-21,changed mind
R0000881,O0015604,P0240,2023-06-17,allergic reaction
R0000882,O0015618,P0107,2023-07-06,changed mind
R0000883,O0015654,P0064,2023-06-15,changed mind
R0000884,O0015655,P0060,2023-06-29,allergic reaction
R0000885,O0015661,P0020,2023-07-10,changed mind
R0000886,O0015697,P0125,2023-07-13,damaged item
R0000887,O0015709,P0009,2023-06-29,late delivery
R0000888,O0015713,P0020,2023-06-17,changed mind
R0000889,O0015719,P0226,2023-07-07,late delivery
R0000890,O0015722,P0027,2023-07-10,damaged item
R0000891,O0015762,P0274,2023-07-05,wrong product
R0000892,O0015775,P0180,2023-06-30,allergic reaction
R0000893,O0015801,P0287,2023-07-01,allergic reaction
R0000894,O0015812,P0258,2023-07-09,late delivery
R0000895,O0015828,P0082,2023-06-16,late delivery
R0000896,O0015831,P0125,2023-07-01,changed mind
R0000897,O0015834,P0296,2023-06-25,changed mind
R0000898,O0015857,P0038,2023-06-30,allergic reaction
R0000899,O0015868,P0027,2023-07-13,changed mind
R0000900,O0015884,P0125,2023-07-03,wrong product
R0000901,O0015916,P0274,2023-07-21,late delivery
R0000902,O0015942,P0173,2023-06-24,changed mind
R0000903,O0016006,P0023,2023-06-26,late delivery
R0000904,O0016011,P0227,2023-06-21,changed mind
R0000905,O0016013,P0027,2023-07-17,wrong product
R0000906,O0016016,P0285,2023-07-02,damaged item
R0000907,O0016022,P0292,2023-07-06,changed mind
R0000908,O0016044,P0001,2023-06-29,wrong product
R0000909,O0016048,P0027,2023-06-23,allergic reaction
R0000910,O0016062,P0226,2023-06-30,changed mind
R0000911,O0016083,P0185,2023-07-18,wrong product
